loss,running_loss,mode,lr
1.6428613662719727,2.3536619607438416,Train,0.001
1.6719284057617188,1.8486847101517443,Eval,
1.4608383178710938,1.74025130187366,Train,0.001
1.2827610969543457,1.4074625878963833,Eval,
1.0861899852752686,1.320176559700751,Train,0.001
1.0006994009017944,1.068968839802832,Eval,
0.824325680732727,0.9829135886602651,Train,0.001
0.7820018529891968,0.8056810728783875,Eval,
0.6181734800338745,0.7308208394276059,Train,0.001
0.629875659942627,0.6215264178671926,Eval,
0.523392915725708,0.560974912510978,Train,0.001
0.5322254300117493,0.49974699093485764,Eval,
0.43241244554519653,0.45071669095515077,Train,0.001
0.46433189511299133,0.4224929947335764,Eval,
0.31651771068573,0.37916970851855364,Train,0.001
0.41817253828048706,0.3713551619142856,Eval,
0.27156713604927063,0.32948526958483615,Train,0.001
0.3886270225048065,0.3355434825116733,Eval,
0.31746476888656616,0.2966364677775274,Train,0.001
0.365649551153183,0.309873086101604,Eval,
0.24659910798072815,0.2731954044272714,Train,0.001
0.3503451645374298,0.2927159637493908,Eval,
0.24987471103668213,0.25439097557930257,Train,0.001
0.33846303820610046,0.2784661372315208,Eval,
0.25551119446754456,0.24195384806634115,Train,0.001
0.3321092128753662,0.26869454023973,Eval,
0.19656985998153687,0.22933981213586543,Train,0.001
0.3235935866832733,0.2610007516758623,Eval,
0.26621225476264954,0.22176183962723334,Train,0.001
0.3169739246368408,0.2545449073725153,Eval,
0.2400132268667221,0.2154676135691062,Train,0.001
0.3122123181819916,0.24985126138858088,Eval,
0.18551121652126312,0.2089225387390061,Train,0.001
0.3054991066455841,0.24550596505122363,Eval,
0.23417355120182037,0.20468594038740098,Train,0.001
0.30256709456443787,0.24138499480092307,Eval,
0.2230721265077591,0.2010751879877516,Train,0.001
0.3032572865486145,0.23921859896970252,Eval,
0.20573778450489044,0.1972836683510889,Train,0.001
0.29916995763778687,0.23685963458891188,Eval,
