loss,running_loss,mode
2.026505947113037,2.778345899378999,Train
1.859290361404419,2.2053324681407998,Eval
1.7966389656066895,2.200799063587863,Train
1.5603176355361938,1.8364155112572438,Eval
1.3838727474212646,1.8044652479478356,Train
1.2950352430343628,1.4996249788212326,Eval
1.1559339761734009,1.4452618757883695,Train
1.046906590461731,1.1917743868422956,Eval
0.9231018424034119,1.1264845850056235,Train
0.8316287398338318,0.9257406198753501,Eval
0.7043686509132385,0.8587060195898055,Train
0.6664886474609375,0.716033360305822,Eval
0.5579091906547546,0.6597448308417143,Train
0.5469450950622559,0.5668711766319455,Eval
0.47078070044517517,0.522125867241663,Train
0.46513041853904724,0.4672196622727051,Eval
0.41251376271247864,0.43149592317024305,Train
0.41390326619148254,0.4019900585682885,Eval
0.37444889545440674,0.37723861638254047,Train
0.388622909784317,0.3716536833430236,Eval
0.36507025361061096,0.3506627595734649,Train
0.36964359879493713,0.35032198142330606,Eval
0.34114381670951843,0.3282720410654736,Train
0.35495302081108093,0.33217189109550327,Eval
0.3357177972793579,0.30899634710722224,Train
0.3404315114021301,0.316880058848633,Eval
0.3129557967185974,0.29203560476325624,Train
0.3321628272533417,0.3033434256630123,Eval
0.2815413475036621,0.27857187904646497,Train
0.32142266631126404,0.29260624115759454,Eval
0.27584442496299744,0.26660930102880365,Train
0.3149438500404358,0.2832670924517345,Eval
0.1904551386833191,0.2568761262487856,Train
0.3087676167488098,0.27618723981223,Eval
0.20506060123443604,0.24850369746803377,Train
0.301888644695282,0.26930268024498566,Eval
0.27037087082862854,0.24183914946044313,Train
0.29814255237579346,0.2641140416545687,Eval
0.26286718249320984,0.23287123332491425,Train
0.2912569046020508,0.25817716866731655,Eval
0.2515846788883209,0.22913616120674363,Train
0.2879027724266052,0.25538239740538143,Eval
