loss,running_loss,mode
2.4706056118011475,2.8160239861084793,Train
2.3446197509765625,2.281938076019287,Eval
1.7570176124572754,2.2195383468136454,Train
1.9539040327072144,1.9006786908743518,Eval
1.430436611175537,1.8291800430762273,Train
1.6022590398788452,1.5570104718208313,Eval
1.3139370679855347,1.4762522137193266,Train
1.2763618230819702,1.2356734776271965,Eval
1.086263656616211,1.1464425349348268,Train
0.9931734800338745,0.9598305450295505,Eval
0.707339346408844,0.8789143608816973,Train
0.7611620426177979,0.7383633896989644,Eval
0.5781615376472473,0.6732984622037721,Train
0.5992748141288757,0.5812542888353456,Eval
0.48235365748405457,0.5328069512443904,Train
0.49120834469795227,0.4764009160253237,Eval
0.4185293912887573,0.4397976007444638,Train
0.41860896348953247,0.40759401951196067,Eval
0.3701305091381073,0.3842967724687383,Train
0.3877617120742798,0.37597474455833435,Eval
0.36978891491889954,0.35709327903199695,Train
0.3642803430557251,0.3540503680706024,Eval
0.3353637456893921,0.3342072318349888,Train
0.34524160623550415,0.33424698378679885,Eval
0.34041234850883484,0.3148612899983182,Train
0.3289172947406769,0.31813960719221035,Eval
0.3119937479496002,0.29746482818966485,Train
0.31386610865592957,0.3040122635803132,Eval
0.25227394700050354,0.2838287382754305,Train
0.302848219871521,0.29323635081637567,Eval
0.30622249841690063,0.27165383389373754,Train
0.2943214476108551,0.2837266763145068,Eval
0.25678637623786926,0.2616795641381127,Train
0.28627893328666687,0.27622126816016335,Eval
0.294808954000473,0.25340743419267325,Train
0.2803909480571747,0.2689387297855234,Eval
0.2550525963306427,0.24647415635433612,Train
0.2716637849807739,0.26292514913487003,Eval
0.2560585141181946,0.23679806161715905,Train
0.2680947780609131,0.25738928537323796,Eval
0.23719270527362823,0.2339539134051502,Train
0.2653806507587433,0.25455230333895057,Eval
