loss,running_loss,mode
1.9568437337875366,2.7766411048018913,Train
1.928006887435913,2.2300458303037685,Eval
1.9252296686172485,2.209917152463404,Train
1.6130789518356323,1.8543671999337539,Eval
1.5691592693328857,1.8159054562836947,Train
1.333315372467041,1.5144233287505384,Eval
1.254780888557434,1.451952437418853,Train
1.0793761014938354,1.2033361230256419,Eval
0.9346910715103149,1.1340253920983465,Train
0.8523026704788208,0.9323240321762156,Eval
0.7180817723274231,0.8619199231724928,Train
0.6787912845611572,0.7200715361901049,Eval
0.5589966773986816,0.660622449067749,Train
0.5536348223686218,0.5688080866381807,Eval
0.4712495505809784,0.5228021995254722,Train
0.4724029302597046,0.46905696223366944,Eval
0.39491385221481323,0.43189019218404273,Train
0.4154449701309204,0.4027373315590733,Eval
0.37813523411750793,0.37741173532555844,Train
0.38939014077186584,0.3715659635809233,Eval
0.35136863589286804,0.3500448738006835,Train
0.3697512447834015,0.34973205794703266,Eval
0.35112038254737854,0.32716275635340536,Train
0.355482280254364,0.3305350887887884,Eval
0.2794085144996643,0.30804033503464806,Train
0.3431118130683899,0.3153188224389868,Eval
0.28008297085762024,0.2921331884872267,Train
0.33103835582733154,0.3031631265327617,Eval
0.26069769263267517,0.2776348707453299,Train
0.32448920607566833,0.29196760409845496,Eval
0.2876044809818268,0.26604482675979607,Train
0.31632691621780396,0.2821679130758878,Eval
0.27906879782676697,0.25690305768457145,Train
0.3102080523967743,0.2747012005662018,Eval
0.27809083461761475,0.24817551295526208,Train
0.30315104126930237,0.26772802379333743,Eval
0.23169398307800293,0.2411631188987277,Train
0.29709041118621826,0.26217414565243813,Eval
0.26626691222190857,0.23167663925364798,Train
0.29397785663604736,0.25679586954274264,Eval
0.2633410096168518,0.22817065399448352,Train
0.29076284170150757,0.2540778679386623,Eval
