loss,running_loss,mode,lr
0.41119101643562317,1.0331873363205655,Train,0.001
0.6819049715995789,0.5508604111148145,Eval,
0.43529391288757324,0.3974053004780371,Train,0.001
0.60306715965271,0.4819303540373705,Eval,
0.489153653383255,0.3596138387981945,Train,0.001
0.5740837454795837,0.46180994194018576,Eval,
0.45354199409484863,0.3481334200330788,Train,0.001
0.5634051561355591,0.45153428982086863,Eval,
0.47618451714515686,0.34090063355993644,Train,0.001
0.5576474070549011,0.4462073691887121,Eval,
0.36586248874664307,0.335669418219504,Train,0.001
0.5471155047416687,0.4404299780514974,Eval,
0.44752296805381775,0.33311220253890406,Train,0.001
0.5438591241836548,0.43666402059505893,Eval,
0.39703088998794556,0.32935855979469236,Train,0.001
0.5289291739463806,0.43359951666479657,Eval,
0.49132564663887024,0.32728634601026074,Train,0.001
0.5308799743652344,0.4308142356412416,Eval,
0.412925660610199,0.32526543286179027,Train,0.001
0.527444064617157,0.4286143233613686,Eval,
