loss,running_loss,mode,lr
1.6249622106552124,2.3601480088335376,Train,0.001
1.74737548828125,1.7642896782677127,Eval,
1.1052621603012085,1.4567346415057512,Train,0.001
1.1818852424621582,1.1382365766561258,Eval,
0.8620514273643494,0.955423508130067,Train,0.001
0.8755548000335693,0.8120644643621627,Eval,
0.7510866522789001,0.7033906982370581,Train,0.001
0.7522594928741455,0.6821774157150742,Eval,
0.7519991397857666,0.588816025014746,Train,0.001
0.6712797284126282,0.5864607409205082,Eval,
0.6363181471824646,0.5274513524474833,Train,0.001
0.6486920118331909,0.5589190994231209,Eval,
0.8004041314125061,0.4936172173448769,Train,0.001
0.6068177223205566,0.5103257242238748,Eval,
0.5175763368606567,0.46938726179143203,Train,0.001
0.5684434175491333,0.47565650911825996,Eval,
0.5258206129074097,0.45282640174277866,Train,0.001
0.5689928531646729,0.47437905506143024,Eval,
0.5492469072341919,0.43999123638473736,Train,0.001
0.528947651386261,0.44904588739264656,Eval,
0.4995393753051758,0.42985555807890335,Train,0.001
0.5218388438224792,0.44992474396273757,Eval,
0.49049973487854004,0.42232136962050254,Train,0.001
0.5114189386367798,0.43097085041819855,Eval,
0.5142328143119812,0.41540404479624793,Train,0.001
0.5124752521514893,0.42377685558683464,Eval,
0.6526833176612854,0.4093403027659335,Train,0.001
0.5133737921714783,0.42751605499465517,Eval,
0.5084514617919922,0.4048762220193589,Train,0.001
0.493019163608551,0.41469025190146463,Eval,
0.49591636657714844,0.3997441013090434,Train,0.001
0.5062190294265747,0.416303036629029,Eval,
0.4528971016407013,0.3960076756511175,Train,0.001
0.5046483874320984,0.41593444994035744,Eval,
0.5490387678146362,0.39234847783267324,Train,0.001
0.49748149514198303,0.40963127154786616,Eval,
0.5794274210929871,0.3895520259302557,Train,0.001
0.4872870445251465,0.40168133574836656,Eval,
0.5422165393829346,0.38620536869510674,Train,0.001
0.4825350046157837,0.3984500372184897,Eval,
