loss,running_loss,mode,lr
3.4811148643493652,4.555935370442992,Train,0.001
3.871224880218506,3.842895661884883,Eval,
2.9458765983581543,3.4472543835358116,Train,0.001
3.1352875232696533,3.0839620727413117,Eval,
2.12869930267334,2.7748577501756935,Train,0.001
2.5407443046569824,2.4552373458754353,Eval,
1.7486395835876465,2.1738415249132386,Train,0.001
2.024747610092163,1.8875644021439104,Eval,
1.3882535696029663,1.650745332804696,Train,0.001
1.595954179763794,1.430028880542179,Eval,
1.247351884841919,1.2784064502298962,Train,0.001
1.3329668045043945,1.1553663327446528,Eval,
1.100460171699524,1.0769650445762249,Train,0.001
1.1964339017868042,1.0175352490173197,Eval,
1.010321855545044,0.9774466276732453,Train,0.001
1.1564208269119263,0.9483883482105329,Eval,
0.9169294238090515,0.9234128217466048,Train,0.001
1.129224181175232,0.911740854101361,Eval,
1.0161212682724,0.8894341193474216,Train,0.001
1.1055737733840942,0.8900278421505449,Eval,
0.9841576814651489,0.865387992162794,Train,0.001
1.0890071392059326,0.8649752570210768,Eval,
0.9986642599105835,0.8470446396944932,Train,0.001
1.0788861513137817,0.8566051353261158,Eval,
0.861065685749054,0.8323471966787428,Train,0.001
1.0722898244857788,0.8443124187442488,Eval,
0.9141824245452881,0.8199225122342437,Train,0.001
1.0588408708572388,0.8325206772336419,Eval,
0.9028595685958862,0.8094371793963386,Train,0.001
1.0653245449066162,0.8290440364266338,Eval,
0.8657215237617493,0.8004117717275093,Train,0.001
1.0712906122207642,0.8275639445714232,Eval,
1.1128383874893188,0.7928851902766714,Train,0.001
1.053737759590149,0.8136096807583323,Eval,
