loss,running_loss,mode,lr
1.8060972690582275,1.9903995190388173,Train,0.001
1.6401852369308472,1.5510359822579152,Eval,
1.0850919485092163,1.435168065077871,Train,0.001
1.265666127204895,1.1985924890581163,Eval,
0.8190977573394775,1.0924252601380045,Train,0.001
0.9494270086288452,0.9022428100963806,Eval,
0.6820178031921387,0.8086231248034944,Train,0.001
0.7000997066497803,0.6706269237230408,Eval,
0.49399685859680176,0.5991268348186577,Train,0.001
0.5261818766593933,0.5069389632850321,Eval,
0.40272852778434753,0.4568500585730758,Train,0.001
0.41100388765335083,0.399346557709406,Eval,
0.32837432622909546,0.3641273632962653,Train,0.001
0.33622875809669495,0.3285344791299892,Eval,
0.27963998913764954,0.3035992627025497,Train,0.001
0.28593337535858154,0.28283332035226627,Eval,
0.24245446920394897,0.263082887757191,Train,0.001
0.25528016686439514,0.2521720043611977,Eval,
0.22519361972808838,0.23531201196477763,Train,0.001
0.23218370974063873,0.2310043756129607,Eval,
0.21812713146209717,0.21501143269645973,Train,0.001
0.21720175445079803,0.2157070292335636,Eval,
0.2012796700000763,0.20051188217409951,Train,0.001
0.20427840948104858,0.20297220953792902,Eval,
0.1771457940340042,0.188861745081613,Train,0.001
0.19578441977500916,0.19490500019406376,Eval,
0.17935587465763092,0.17967118359837966,Train,0.001
0.1897999495267868,0.18750195802663858,Eval,
0.1977427452802658,0.17287367892321687,Train,0.001
0.18511946499347687,0.18254385031056855,Eval,
0.1892962008714676,0.16643511761094384,Train,0.001
0.18149040639400482,0.17776401706461634,Eval,
0.17291545867919922,0.16229229712810347,Train,0.001
0.17745131254196167,0.17473425596671288,Eval,
0.18097569048404694,0.15910127103751437,Train,0.001
0.17422279715538025,0.1715061509243722,Eval,
