loss,running_loss,mode,lr
1.6463782787322998,2.128115331591162,Train,0.001
1.4340612888336182,1.6154717139478005,Eval,
1.2835593223571777,1.5148028994846576,Train,0.001
1.1124188899993896,1.2460824937190649,Eval,
0.9389090538024902,1.1596918890944043,Train,0.001
0.8631709218025208,0.9504269097211229,Eval,
0.7301052212715149,0.8689495473043296,Train,0.001
0.6673023700714111,0.7177493071781013,Eval,
0.551507294178009,0.6556112227992248,Train,0.001
0.5263763070106506,0.5518315656567522,Eval,
0.4543788731098175,0.5063763645523826,Train,0.001
0.43495431542396545,0.4428802933895363,Eval,
0.37994542717933655,0.4100925394688372,Train,0.001
0.3742380440235138,0.3720645865179458,Eval,
0.33122262358665466,0.348893838712228,Train,0.001
0.3361155390739441,0.3258265954143596,Eval,
0.29392334818840027,0.3068144682169523,Train,0.001
0.3100455403327942,0.2945357762136549,Eval,
0.2688896358013153,0.2782541711772865,Train,0.001
0.2911848723888397,0.27204577259297635,Eval,
0.24364206194877625,0.2580183912464914,Train,0.001
0.27848732471466064,0.25580017915311837,Eval,
0.2359286993741989,0.24270501524984964,Train,0.001
0.2665754556655884,0.24331246119625163,Eval,
0.2414369285106659,0.2308335817522473,Train,0.001
0.2576039433479309,0.2333147892693304,Eval,
0.23075036704540253,0.2217841023671712,Train,0.001
0.250230073928833,0.22556911746285996,Eval,
0.1690690666437149,0.21466046127867194,Train,0.001
0.24641627073287964,0.21981210416218017,Eval,
0.21165181696414948,0.20746753183380645,Train,0.001
0.2407640963792801,0.21483683262793526,Eval,
0.2182483822107315,0.20303134220359462,Train,0.001
0.23636338114738464,0.21042053021912308,Eval,
0.21315671503543854,0.1987532198288197,Train,0.001
0.2346057891845703,0.20756469716159806,Eval,
