loss,running_loss,mode,lr
1.7432318925857544,3.0533568315226005,Train,0.001
1.9549660682678223,1.7245350357269658,Eval,
1.0337953567504883,1.245641496089664,Train,0.001
1.344269037246704,1.0541150528764767,Eval,
0.9962634444236755,0.991028221572407,Train,0.001
1.2159422636032104,0.9795851859845784,Eval,
0.9432038068771362,0.9379475182867955,Train,0.001
1.171027660369873,0.9453514170106562,Eval,
0.9167381525039673,0.9096210158773427,Train,0.001
1.147090196609497,0.924234723710448,Eval,
0.9100111722946167,0.8906090585427126,Train,0.001
1.126624584197998,0.9083623479742315,Eval,
0.8777129650115967,0.8762967103483741,Train,0.001
1.1157127618789673,0.8987034158670663,Eval,
0.8701841831207275,0.8651138295261751,Train,0.001
1.1104954481124878,0.8910963648474085,Eval,
0.8724132180213928,0.8559504951423886,Train,0.001
1.1179438829421997,0.8838864253691225,Eval,
0.8276735544204712,0.848346928557455,Train,0.001
1.1133891344070435,0.8790579752628866,Eval,
