,,,,,,chirals,chirals,invalid,invalid,valid,valid,unique,unique,novel,novel,invalid%,invalid%,valid%,valid%,unique%,unique%,novel%,novel%
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
aug,notation,hl,hu,bs,lr,,,,,,,,,,,,,,,,,,
5,fragSMILES,3,256,256,0.001,1820.6,85.55875174405011,417.0,13.92838827718412,1403.6,86.71966328347914,1400.8,88.2026076712021,1380.8,86.87462230133723,0.22944061949799321,0.01309908313270701,0.7705593805020068,0.013099083132707051,0.9979481679584239,0.00233275744919944,0.9857256366739919,0.0022268085811054986
5,fragSMILES,3,256,512,0.001,1873.2,137.9844194103088,510.2,41.721696993291154,1363.0,112.3120652467935,1362.2,112.00535701474283,1351.6,112.05712828731602,0.27260983827288177,0.016943628992892885,0.7273901617271182,0.016943628992892867,0.9994214438245956,0.0007993886369699688,0.9921768497529133,0.0019505402478415597
5,fragSMILES,3,512,256,0.001,1891.6,63.334824543847915,305.8,21.95905280288747,1585.8,52.4709443406539,1582.4,54.29825043221927,1533.8,55.481528457676795,0.16161396651191445,0.009153457714337452,0.8383860334880856,0.009153457714337485,0.9978225564490041,0.0014914682113703222,0.9692423371276646,0.0036348571044341705
5,fragSMILES,3,512,512,0.001,1872.2,59.444932500592515,399.8,43.72299166342578,1472.4,53.62182391526793,1469.0,52.749407579611734,1442.8,49.00714233660232,0.21342273848632534,0.021236597990678372,0.7865772615136747,0.021236597990678372,0.9977061829415461,0.0008577523150959152,0.9822240877885466,0.0031530366665835584
5,t-SMILES,2,256,256,0.001,1921.0,103.51569929242618,1032.8,83.28085013975301,888.2,23.67910471280534,888.2,23.67910471280534,887.6,23.47977853387889,0.537055344662128,0.01458525373684017,0.46294465533787194,0.01458525373684013,1.0,0.0,0.9993290550284533,0.0009878055535217287
5,t-SMILES,2,256,512,0.001,1825.8,118.48080013234213,973.6,113.46937912934925,852.2,53.26537336769545,852.2,53.26537336769545,851.0,52.61178575186362,0.5321416488351703,0.03535384486636061,0.46785835116482966,0.03535384486636063,1.0,0.0,0.9986277585801802,0.0012547600093446285
5,t-SMILES,2,512,256,0.001,1882.8,132.89544762707263,994.8,136.6663821135249,888.0,58.770741019660456,888.0,58.770741019660456,882.2,58.45254485477942,0.5267472856777502,0.041951813901993006,0.4732527143222498,0.04195181390199299,1.0,0.0,0.9934650028393754,0.0023718068457034883
5,t-SMILES,2,512,512,0.001,1880.8,73.16898249941707,987.8,61.397882699650154,893.0,39.179076048319466,892.6,39.69634743902769,889.8,40.35715549936591,0.5249789909572117,0.01886912439245987,0.4750210090427883,0.018869124392459902,0.9995310668229778,0.001048566460726759,0.996834528213933,0.0023605084624810694
5,t-SMILES,3,256,256,0.001,1784.8,99.20786259163131,961.6,71.7725574297029,823.2,49.70110662751887,822.8,49.08360214980152,821.2,49.06831971853122,0.5385577253402006,0.019584053197394286,0.46144227465979937,0.01958405319739428,0.99954802259887,0.0010106521932202444,0.9980496722282141,0.0014407812738975007
5,t-SMILES,3,256,512,0.001,1857.2,85.52017305875849,987.4,41.422216261325275,869.8,62.72320144890565,869.8,62.72320144890565,868.8,62.227003784530716,0.531939928059456,0.017297033998167274,0.4680600719405441,0.017297033998167267,1.0,0.0,0.9988756859272027,0.000727147256814588
5,t-SMILES,3,512,256,0.001,1850.8,120.87472854157728,930.6,60.88349530045068,920.2,64.88220094910467,919.8,64.7201668724672,912.2,66.80344302504176,0.5028758785592158,0.009804491350315405,0.49712412144078416,0.00980449135031539,0.9995753715498938,0.0009494980796177448,0.991574655291252,0.00383963213423654
5,t-SMILES,3,512,512,0.001,1833.8,207.3673069700236,947.8,99.07926120031375,886.0,111.69601604354561,886.0,111.69601604354561,880.4,111.73540173105388,0.5173708400290706,0.011202737182461661,0.4826291599709294,0.011202737182461658,1.0,0.0,0.9935636050386603,0.002403914444597528
