loss,running_loss,mode,lr
0.6674088835716248,1.0792147045557516,Train,0.001
0.8299698233604431,0.5976128841247218,Eval,
0.5425806045532227,0.4318345999596418,Train,0.001
0.7504602670669556,0.5300058685560325,Eval,
0.4901478588581085,0.39656136152843635,Train,0.001
0.7301192879676819,0.5139761861191685,Eval,
0.48073816299438477,0.38613934597018895,Train,0.001
0.7066315412521362,0.5049964679420957,Eval,
0.49862080812454224,0.3799493314528208,Train,0.001
0.7043699026107788,0.49817815540021887,Eval,
0.5249246954917908,0.37610480845171906,Train,0.001
0.6981293559074402,0.49496589620776493,Eval,
0.5353403091430664,0.37278978335832036,Train,0.001
0.7019315361976624,0.49263306177779004,Eval,
0.5179147124290466,0.3710046246140085,Train,0.001
0.6858882308006287,0.4898701065846401,Eval,
0.4375549852848053,0.3693470374645362,Train,0.001
0.6910392642021179,0.4863421122139088,Eval,
0.5439438819885254,0.367650289213663,Train,0.001
0.6793400645256042,0.4844115366745131,Eval,
