loss,running_loss,mode
0.5046948790550232,1.325678318931678,Train
0.6005944013595581,0.49535404253185605,Eval
0.3473075032234192,0.35990972314617264,Train
0.4319884777069092,0.36367557379863236,Eval
0.33552423119544983,0.29186398842944505,Train
0.39343687891960144,0.3377601397820259,Eval
0.33857646584510803,0.2745326049515446,Train
0.3876526653766632,0.32617266954146346,Eval
0.29671841859817505,0.26634496417096337,Train
0.3799057602882385,0.32037600603824823,Eval
0.29587870836257935,0.2607702197764511,Train
0.3672371208667755,0.31515986354474235,Eval
0.32455891370773315,0.2569375646400241,Train
0.35403135418891907,0.31210589816290535,Eval
0.2893534004688263,0.2543443578998857,Train
0.3592532277107239,0.30906279442833867,Eval
0.2978849709033966,0.2520792726492564,Train
0.35028156638145447,0.30702349809835483,Eval
0.26645252108573914,0.24141539856128985,Train
0.34059593081474304,0.2962498810659565,Eval
0.2847155034542084,0.23850887099934007,Train
0.3352219760417938,0.2955851291974985,Eval
0.2816840410232544,0.236851968138214,Train
0.3414873480796814,0.29311299691351633,Eval
0.29788628220558167,0.23517263882068945,Train
0.3292204737663269,0.29184456766293265,Eval
0.2869494557380676,0.23401447677268622,Train
0.3307306468486786,0.2909901933534024,Eval
0.2593231201171875,0.23286931359263582,Train
0.33281826972961426,0.29034068020796466,Eval
0.2982299029827118,0.23173649619328152,Train
0.33217883110046387,0.2894605817784537,Eval
0.2802908420562744,0.231169709942309,Train
0.32937169075012207,0.2885399147050116,Eval
0.29884594678878784,0.2301756048244279,Train
0.3297557830810547,0.2882881906240442,Eval
0.273563951253891,0.22953071065168776,Train
0.32813000679016113,0.2880135406173596,Eval
0.298137366771698,0.2237803383384777,Train
0.32449302077293396,0.28307937087232476,Eval
0.262749046087265,0.22248191664728725,Train
0.3217925429344177,0.28255756703015894,Eval
