loss,running_loss,mode
0.47944381833076477,1.3078969144663803,Train
0.6371896862983704,0.48658784681224637,Eval
0.3551747500896454,0.3544259153161965,Train
0.5023163557052612,0.35785228673946795,Eval
0.3060695230960846,0.2878146421300759,Train
0.46758121252059937,0.3343647326310649,Eval
0.29724571108818054,0.27125617251169387,Train
0.47591400146484375,0.3233273717221517,Eval
0.30340874195098877,0.26278328174195315,Train
0.4551018476486206,0.3159819931626834,Eval
0.24001626670360565,0.25726257281072773,Train
0.4606921374797821,0.3124394859347878,Eval
0.23251760005950928,0.25396084558250825,Train
0.4431878626346588,0.3098338629151211,Eval
0.26985642313957214,0.2512468674766102,Train
0.4292377233505249,0.30669116935339447,Eval
0.29349255561828613,0.24907287152018387,Train
0.4362678825855255,0.3049688654437915,Eval
0.22132641077041626,0.23826973413815725,Train
0.410504013299942,0.2937567188276043,Eval
0.2552902102470398,0.23502767240178996,Train
0.42042917013168335,0.2923609720671483,Eval
0.25517499446868896,0.23351040888569666,Train
0.4175618588924408,0.29072858369106347,Eval
0.2150823026895523,0.23195294503138636,Train
0.41844621300697327,0.28977054705971833,Eval
0.2682049572467804,0.23068086942657826,Train
0.4261230528354645,0.2889553317157872,Eval
0.2556764781475067,0.22957803262196969,Train
0.43128642439842224,0.2883186499459733,Eval
0.22819307446479797,0.229003457482984,Train
0.42151206731796265,0.2873674801326,Eval
0.25098153948783875,0.22779527240922476,Train
0.41614943742752075,0.28723048004482304,Eval
0.24403154850006104,0.22688897320165693,Train
0.4201173186302185,0.2863431040615099,Eval
0.253313809633255,0.22646297922695138,Train
0.41766035556793213,0.2858977486732701,Eval
0.2506137490272522,0.220825208332952,Train
0.40860047936439514,0.2813969084125914,Eval
0.265862375497818,0.21931317785819002,Train
0.411273717880249,0.2805696912109852,Eval
