loss,running_loss,mode
0.4772947430610657,1.3147611392315515,Train
0.5512185096740723,0.4848400994702225,Eval
0.32908177375793457,0.3537155781553762,Train
0.4262302815914154,0.358047315792709,Eval
0.2708599865436554,0.28738042653570883,Train
0.3934171795845032,0.33501317110654466,Eval
0.25535377860069275,0.2711087488983515,Train
0.38123470544815063,0.3233913582287517,Eval
0.30687057971954346,0.2630888952680348,Train
0.37821048498153687,0.3176537223473043,Eval
0.19444561004638672,0.25741179550111803,Train
0.3659341633319855,0.3123037951915206,Eval
0.2784731388092041,0.25415915003362655,Train
0.3609134256839752,0.3096692194947647,Eval
0.27608224749565125,0.2533781432117405,Train
0.3715578615665436,0.3115730082096915,Eval
0.2802067995071411,0.24984539951677326,Train
0.3649159073829651,0.30500743574231254,Eval
0.24943003058433533,0.23908789596066035,Train
0.35003653168678284,0.2944745178563985,Eval
0.22085492312908173,0.23562524337974167,Train
0.3478155732154846,0.29265109583559035,Eval
0.1964445561170578,0.23381588388123942,Train
0.34600016474723816,0.2912885843584686,Eval
0.25702404975891113,0.23237364435131672,Train
0.3472040593624115,0.29014761556657653,Eval
0.22162489593029022,0.2313555599845484,Train
0.3466983139514923,0.2894647802006696,Eval
0.21807725727558136,0.23017016552448946,Train
0.3368271589279175,0.28807521167946043,Eval
0.24636603891849518,0.22937046174371648,Train
0.3451482951641083,0.28769737671342904,Eval
0.2314421683549881,0.228471301431765,Train
0.3402000665664673,0.2869455836496776,Eval
0.26206061244010925,0.22738186656986978,Train
0.3434682786464691,0.28679436318520096,Eval
0.21752305328845978,0.22633667772188965,Train
0.3421975076198578,0.2861103363198795,Eval
0.22832253575325012,0.22077879871359762,Train
0.3355405628681183,0.28110256688458773,Eval
0.2372961789369583,0.21958477783677063,Train
0.33595821261405945,0.2806230239546079,Eval
