loss,running_loss,mode,lr
2.134533643722534,2.5641524788899357,Train,0.001
1.9352927207946777,2.057827997882412,Eval,
1.7420079708099365,1.9010608463986276,Train,0.001
1.5411399602890015,1.6181292252720534,Eval,
1.3399258852005005,1.4973654265099379,Train,0.001
1.2337273359298706,1.2718150908092287,Eval,
0.9940323233604431,1.1614595433217125,Train,0.001
0.9764559268951416,0.9880760947488393,Eval,
0.7780979871749878,0.9010434463514505,Train,0.001
0.7943370938301086,0.7800611668037919,Eval,
0.6460827589035034,0.7162035802295587,Train,0.001
0.6608131527900696,0.635174330113069,Eval,
0.5552159547805786,0.5915488847322217,Train,0.001
0.5789283514022827,0.5423987749612554,Eval,
0.5200784802436829,0.5088172505651516,Train,0.001
0.5297400951385498,0.4802682388503597,Eval,
0.4578286409378052,0.45408712288730263,Train,0.001
0.48468464612960815,0.4373115925294049,Eval,
0.4302738308906555,0.4148301129927309,Train,0.001
0.45547744631767273,0.40594680185587917,Eval,
0.40317365527153015,0.38700520604778404,Train,0.001
0.4359758794307709,0.3840498668405244,Eval,
0.36055487394332886,0.36619555900846523,Train,0.001
0.4243960380554199,0.3703076649668082,Eval,
0.35633736848831177,0.35018688158504224,Train,0.001
0.40774664282798767,0.35522605549052083,Eval,
0.30256277322769165,0.33679364942207973,Train,0.001
0.3972807824611664,0.3437657177729426,Eval,
0.334374338388443,0.3244974784394528,Train,0.001
0.38820114731788635,0.33689640012552163,Eval,
0.3553275167942047,0.31639036722921576,Train,0.001
0.3842954635620117,0.33073891980468106,Eval,
0.29552918672561646,0.30923675433963743,Train,0.001
0.3775326609611511,0.3242792766892686,Eval,
