loss,running_loss,mode,lr
0.9232959151268005,2.3900977626292783,Train,0.001
1.0400712490081787,0.8093394736317683,Eval,
0.6075375080108643,0.6973790338999297,Train,0.001
0.8916417956352234,0.6759130130355859,Eval,
0.7112812399864197,0.6497745977469407,Train,0.001
0.9189894795417786,0.659444438025376,Eval,
0.5541329383850098,0.637568576811916,Train,0.001
0.8837944865226746,0.6521353901731759,Eval,
0.6752205491065979,0.6305663809881841,Train,0.001
0.8983840346336365,0.6469772143715122,Eval,
0.686683714389801,0.6257882317875523,Train,0.001
0.9050242900848389,0.643889605388774,Eval,
0.7517940402030945,0.6220122615197634,Train,0.001
0.8943672180175781,0.6412683983027065,Eval,
0.6246159076690674,0.61939891403753,Train,0.001
0.9162915945053101,0.6391550983588953,Eval,
0.7667635083198547,0.6167116980946136,Train,0.001
0.8953036069869995,0.6379593944218861,Eval,
0.6764009594917297,0.6148455409388782,Train,0.001
0.9213101863861084,0.6373178922082815,Eval,
