loss,running_loss,mode,lr
1.0283876657485962,2.0379634570004486,Train,0.001
1.3780300617218018,1.4868140974134771,Eval,
0.8241473436355591,1.1521467024693808,Train,0.001
0.8823822140693665,0.8306847214698788,Eval,
0.5912477970123291,0.6735255364548798,Train,0.001
0.684079647064209,0.5510503125359425,Eval,
0.4663178622722626,0.44938188963888975,Train,0.001
0.5735434293746948,0.4106409877257526,Eval,
0.43944063782691956,0.3500186076682792,Train,0.001
0.5246160626411438,0.35118326755627133,Eval,
0.31115812063217163,0.30009482667096676,Train,0.001
0.5079465508460999,0.31290146870151986,Eval,
0.34842443466186523,0.27111062964085425,Train,0.001
0.4922984838485718,0.2945021521651521,Eval,
0.32736489176750183,0.25297393563509557,Train,0.001
0.4784914553165436,0.2788955242074324,Eval,
0.2719159424304962,0.24013842024067603,Train,0.001
0.4715096950531006,0.26884016844461567,Eval,
0.48836880922317505,0.23129670787822842,Train,0.001
0.4607950448989868,0.26983774562348734,Eval,
0.3175029456615448,0.2275166874201023,Train,0.001
0.4458049237728119,0.25907903934284204,Eval,
0.38450974225997925,0.21971937394910118,Train,0.001
0.44960829615592957,0.2554289491249705,Eval,
0.36152008175849915,0.21628280543231224,Train,0.001
0.4502786099910736,0.25336322922892157,Eval,
0.3218446671962738,0.2120780359786314,Train,0.001
0.44487541913986206,0.24916864144352238,Eval,
0.363691121339798,0.2100704168420877,Train,0.001
0.4318605661392212,0.24803878799221432,Eval,
0.3166159391403198,0.2073136526060867,Train,0.001
0.4382040500640869,0.24574265207322143,Eval,
0.29118672013282776,0.20530336896226226,Train,0.001
0.4267664849758148,0.2426744445033794,Eval,
