loss,running_loss,mode,lr
0.9811694622039795,1.7795626446639985,Train,0.001
1.0613082647323608,0.9673020603075368,Eval,
0.5747486352920532,0.7050425228607677,Train,0.001
0.7333576083183289,0.6359617680254864,Eval,
0.533180832862854,0.5262211164026757,Train,0.001
0.668364942073822,0.5730353290169362,Eval,
0.513702929019928,0.48245379823787593,Train,0.001
0.6407782435417175,0.5462530004054252,Eval,
0.5030399560928345,0.46308360339424,Train,0.001
0.63555508852005,0.5314211183155416,Eval,
0.5123834013938904,0.4531190012353776,Train,0.001
0.6238005757331848,0.5229426820133946,Eval,
0.43779826164245605,0.44429938775834166,Train,0.001
0.6210609674453735,0.5160985558041999,Eval,
0.5416058897972107,0.4394263695666304,Train,0.001
0.6169487833976746,0.5106377157123867,Eval,
0.432194322347641,0.43508584182436205,Train,0.001
0.6086400747299194,0.5072037328900824,Eval,
0.3605770468711853,0.43108415674159006,Train,0.001
0.6050381064414978,0.5033145715361056,Eval,
