loss,running_loss,mode,lr
4.810062408447266,5.172249391569315,Train,0.001
4.875650882720947,4.807456041282078,Eval,
4.022836208343506,4.3548394162604165,Train,0.001
4.051107406616211,3.980420227320689,Eval,
3.4677934646606445,3.7405486783237323,Train,0.001
3.565807342529297,3.5028831216524217,Eval,
3.13803768157959,3.317420669763084,Train,0.001
3.175081968307495,3.1094157200939243,Eval,
2.7744908332824707,2.947876025035309,Train,0.001
2.8161113262176514,2.7547266460814557,Eval,
2.414957284927368,2.6070649172960976,Train,0.001
2.4880483150482178,2.4263424254813293,Eval,
2.1323790550231934,2.2888705290801137,Train,0.001
2.1725282669067383,2.119133148553235,Eval,
1.833922028541565,1.9911694670399889,Train,0.001
1.8901768922805786,1.8333178601174975,Eval,
1.5868507623672485,1.7199310532134755,Train,0.001
1.6259348392486572,1.5801025988920676,Eval,
1.3993735313415527,1.4858495921389705,Train,0.001
1.4025975465774536,1.3707630690538666,Eval,
1.2121373414993286,1.2994071910285516,Train,0.001
1.242917537689209,1.213145503457987,Eval,
1.0951405763626099,1.162829581163736,Train,0.001
1.123018741607666,1.1005507516411117,Eval,
1.0512937307357788,1.0674050079733473,Train,0.001
1.046975016593933,1.0229035070482295,Eval,
0.9794133305549622,1.0010753820692109,Train,0.001
0.9959490299224854,0.9693859618789743,Eval,
0.9534968137741089,0.9539484035038778,Train,0.001
0.9522643089294434,0.930844746670633,Eval,
0.8939496874809265,0.9187400908898512,Train,0.001
0.9301812052726746,0.9037390103879964,Eval,
0.8962975740432739,0.8921230841190254,Train,0.001
0.9071642756462097,0.8830416899807046,Eval,
