loss,running_loss,mode,lr
0.8793301582336426,2.3742997966166337,Train,0.001
0.9714212417602539,0.8141253503972021,Eval,
0.7590668797492981,0.7040094521229628,Train,0.001
0.8886451125144958,0.6806097266263019,Eval,
0.7514836192131042,0.6562797801466638,Train,0.001
0.8557462692260742,0.6636076200472949,Eval,
0.681647002696991,0.6439259817890566,Train,0.001
0.8641060590744019,0.6558837599097662,Eval,
0.64830082654953,0.6367580078464682,Train,0.001
0.8634200096130371,0.6514395783843594,Eval,
0.6002403497695923,0.6324583375215641,Train,0.001
0.9062557816505432,0.6477046597114167,Eval,
0.5884940028190613,0.6288281470246707,Train,0.001
0.8954058885574341,0.6443975191647028,Eval,
0.6066919565200806,0.6254277454463555,Train,0.001
0.8760778307914734,0.6431566682918544,Eval,
0.6972335577011108,0.6230113144976887,Train,0.001
0.8894206881523132,0.6418926716638218,Eval,
0.7432248592376709,0.6205728936004339,Train,0.001
0.8775081634521484,0.6408909988174978,Eval,
