loss,running_loss,mode,lr
0.805729329586029,1.5949783545786045,Train,0.001
1.0160722732543945,0.8135622497542366,Eval,
0.4034748375415802,0.5677654893122962,Train,0.001
0.8168870210647583,0.557228594736701,Eval,
0.38350263237953186,0.41294890450348054,Train,0.001
0.7634997963905334,0.5064399320709682,Eval,
0.38003087043762207,0.37747274283487176,Train,0.001
0.7482670545578003,0.48855936921611814,Eval,
0.40953925251960754,0.3626910497580326,Train,0.001
0.7367461919784546,0.4781064267194564,Eval,
0.4161067605018616,0.3554464603240491,Train,0.001
0.7250679135322571,0.47188561081548236,Eval,
0.3061215579509735,0.3513692126446748,Train,0.001
0.7175309062004089,0.46701805566794957,Eval,
0.42512139678001404,0.34769086310551006,Train,0.001
0.7099976539611816,0.46339261830416434,Eval,
0.36456817388534546,0.34534386122644206,Train,0.001
0.7081606984138489,0.46088571530997424,Eval,
0.33366045355796814,0.3432303767772968,Train,0.001
0.696658730506897,0.45813742725069406,Eval,
0.41189831495285034,0.34140458971727405,Train,0.001
0.6926514506340027,0.45586893835680686,Eval,
0.3116092085838318,0.3388270052177215,Train,0.001
0.688221275806427,0.4541963501384441,Eval,
